"Profile 1";"Profile 2";"Score"
"8|1|B";"16|2|A";0,590912
"4|1|A";"40|1|A";0,590958
"8|1|B";"27|1|A";0,591042
"22|1|A";"38|1|A";0,591439
"7|2|B";"14|1|A";0,59166
"40|2|B";"41|1|B";0,591687
"30|2|A";"36|2|A";0,591738
"3|1|B";"39|1|B";0,591811
"12|2|A";"18|1|B";0,592202
"9|2|A";"25|1|A";0,592255
"3|1|B";"7|1|A";0,592346
"11|1|A";"16|1|B";0,592376
"6|2|A";"30|1|B";0,592383
"8|1|B";"15|2|B";0,592485
"11|2|B";"20|2|B";0,592683
"19|1|B";"27|2|B";0,59284
"4|1|A";"36|2|A";0,592863
"41|1|B";"41|2|A";0,592941
"14|2|B";"31|1|A";0,593545
"10|1|A";"43|1|B";0,595139
"4|2|B";"44|2|B";0,595184
"1|2|A";"24|2|A";0,595186
"2|1|A";"32|1|B";0,595188
"17|1|A";"21|1|B";0,595517
"8|2|A";"13|1|B";0,595566
"9|1|B";"13|1|B";0,595588
"7|2|B";"36|1|B";0,595759
"10|2|B";"38|1|A";0,595963
"1|2|A";"16|1|B";0,595966
"11|2|B";"39|1|B";0,596056
"40|1|A";"43|2|A";0,596292
"13|1|B";"29|2|B";0,596327
"31|1|A";"39|2|A";0,596536
"30|1|B";"39|1|B";0,596631
"9|1|B";"39|2|A";0,596813
"24|1|B";"27|2|B";0,597538
"16|2|A";"22|2|B";0,597601
"35|2|B";"39|2|A";0,5977
"5|1|A";"37|1|B";0,597782
"3|2|A";"22|2|B";0,598313
"12|2|A";"39|1|B";0,598695
"17|1|A";"43|1|B";0,599056
"6|1|B";"33|2|A";0,599179
"15|1|A";"18|1|B";0,599255
"2|2|B";"40|1|A";0,599579
"3|1|B";"17|1|A";0,599646
"8|1|B";"26|1|B";0,600412
"1|2|A";"22|1|A";0,600576
"6|1|B";"15|2|B";0,600592
"25|2|B";"42|2|B";0,600668
"15|1|A";"17|2|B";0,60092
"27|2|B";"35|1|A";0,601112
"3|2|A";"21|2|A";0,601282
"6|1|B";"13|1|B";0,601291
"1|2|A";"22|2|B";0,601545
"6|1|B";"15|1|A";0,601631
"23|1|A";"29|2|B";0,601747
"17|2|B";"22|2|B";0,601885
"2|2|B";"35|1|A";0,602021
"11|2|B";"35|2|B";0,602172
"29|1|A";"41|1|B";0,602199
"21|2|A";"25|2|B";0,60221
"2|2|B";"8|2|A";0,602559
"9|1|B";"37|2|A";0,602818
"31|2|B";"40|2|B";0,602826
"26|2|A";"42|2|B";0,603108
"39|2|A";"42|1|A";0,603424
"24|2|A";"38|1|A";0,603516
"42|2|B";"44|1|A";0,603761
"12|2|A";"27|2|B";0,60381
"14|2|B";"40|2|B";0,603929
"31|1|A";"40|1|A";0,604109
"36|1|B";"44|2|B";0,605031
"11|2|B";"43|1|B";0,605064
"8|1|B";"10|2|B";0,605139
"2|1|A";"35|2|B";0,605272
"1|1|B";"23|1|A";0,605408
"2|2|B";"29|2|B";0,605414
"20|2|B";"35|2|B";0,605664
"36|1|B";"39|2|A";0,606057
"36|1|B";"36|2|A";0,606536
"20|1|A";"42|1|A";0,60655
"18|2|A";"24|1|B";0,606596
"15|2|B";"25|2|B";0,606605
"17|2|B";"26|2|A";0,606609
"8|2|A";"12|2|A";0,606874
"18|1|B";"25|2|B";0,606984
"43|1|B";"44|2|B";0,607001
"13|1|B";"17|2|B";0,607041
"2|2|B";"5|1|A";0,607154
"1|2|A";"31|2|B";0,607381
"1|1|B";"15|1|A";0,607425
"22|1|A";"29|1|A";0,607602
"29|1|A";"40|2|B";0,607975
"17|2|B";"32|2|A";0,608023
"14|1|A";"20|2|B";0,608138
"14|1|A";"29|1|A";0,608315
"6|2|A";"8|1|B";0,608485
"12|2|A";"28|1|B";0,609
"12|1|B";"33|1|B";0,609247
"2|2|B";"10|2|B";0,609603
"9|2|A";"22|2|B";0,609688
"21|2|A";"40|2|B";0,609797
"4|2|B";"8|1|B";0,610443
"1|1|B";"43|1|B";0,610512
"22|1|A";"36|2|A";0,610994
"35|2|B";"40|1|A";0,611082
"8|1|B";"29|1|A";0,611391
"20|1|A";"26|1|B";0,611747
"34|1|A";"38|1|A";0,611951
"7|2|B";"16|1|B";0,611957
"1|1|B";"40|1|A";0,612442
"7|2|B";"21|2|A";0,612459
"22|2|B";"27|2|B";0,612587
"1|2|A";"41|1|B";0,612645
"2|2|B";"27|2|B";0,612713
"30|1|B";"34|1|A";0,613006
"2|2|B";"36|1|B";0,6131
"18|1|B";"30|2|A";0,613186
"16|1|B";"30|1|B";0,613569
"32|1|B";"36|2|A";0,613945
"30|1|B";"37|2|A";0,613984
"18|1|B";"20|1|A";0,614125
"7|1|A";"44|2|B";0,614262
"3|2|A";"30|1|B";0,614352
"24|2|A";"36|2|A";0,614419
"23|2|B";"26|2|A";0,614527
"14|1|A";"42|1|A";0,614642
"28|1|B";"43|2|A";0,614854
"1|1|B";"2|1|A";0,614875
"27|2|B";"33|1|B";0,614898
"15|1|A";"39|2|A";0,614908
"7|1|A";"8|2|A";0,614974
"13|1|B";"27|2|B";0,615057
"6|2|A";"42|1|A";0,615094
"24|1|B";"29|2|B";0,615162
"28|1|B";"38|1|A";0,615393
"21|2|A";"44|1|A";0,615446
"40|2|B";"42|2|B";0,615656
"4|1|A";"4|2|B";0,615775
"25|2|B";"33|2|A";0,615857
"9|1|B";"17|1|A";0,61606
"4|1|A";"30|2|A";0,616119
"13|2|A";"23|2|B";0,616201
"36|2|A";"44|2|B";0,616761
"32|2|A";"36|1|B";0,617037
"8|1|B";"36|2|A";0,617068
"4|2|B";"30|2|A";0,617516
"13|1|B";"25|1|A";0,618018
"1|1|B";"19|2|A";0,618348
"29|1|A";"35|1|A";0,618449
"9|2|A";"23|2|B";0,619219
"15|1|A";"40|1|A";0,619368
"6|1|B";"37|1|B";0,619837
"2|1|A";"36|1|B";0,619869
"31|2|B";"44|1|A";0,620016
"8|2|A";"23|2|B";0,620194
"2|1|A";"23|2|B";0,620372
"14|1|A";"31|2|B";0,620491
"6|1|B";"40|2|B";0,620517
"8|1|B";"32|2|A";0,620665
"17|1|A";"31|2|B";0,620666
"11|1|A";"24|1|B";0,620796
"1|1|B";"19|1|B";0,620939
"11|2|B";"20|1|A";0,62114
"5|1|A";"32|1|B";0,621218
"11|2|B";"12|2|A";0,621376
"17|2|B";"23|2|B";0,621454
"1|1|B";"41|1|B";0,621719
"32|1|B";"39|2|A";0,621803
"29|2|B";"33|1|B";0,621857
"5|1|A";"18|1|B";0,621922
"31|1|A";"36|2|A";0,622223
"13|2|A";"30|1|B";0,622251
"15|2|B";"39|2|A";0,622353
"11|1|A";"44|1|A";0,622415
"2|2|B";"42|1|A";0,622422
"40|1|A";"44|2|B";0,622492
"13|2|A";"43|1|B";0,622533
"28|1|B";"41|1|B";0,622622
"21|1|B";"40|2|B";0,622728
"15|1|A";"39|1|B";0,623501
"11|2|B";"40|1|A";0,62374
"17|1|A";"43|2|A";0,623756
"17|2|B";"20|1|A";0,623823
"32|2|A";"35|1|A";0,62384
"25|2|B";"44|2|B";0,623954
"3|1|B";"4|2|B";0,623955
"26|1|B";"30|2|A";0,624084
"2|1|A";"31|1|A";0,624188
"20|2|B";"29|1|A";0,624359
"6|1|B";"43|2|A";0,624634
"26|1|B";"36|1|B";0,624895
"8|1|B";"26|2|A";0,625042
"36|1|B";"40|1|A";0,625118
"28|1|B";"33|2|A";0,625157
"24|1|B";"32|2|A";0,6252
"19|2|A";"20|1|A";0,625388
"34|1|A";"36|2|A";0,625391
"25|2|B";"26|1|B";0,62548
"7|2|B";"13|1|B";0,625852
"3|1|B";"26|1|B";0,625899
"20|2|B";"39|1|B";0,626001
"1|1|B";"25|2|B";0,626102
"14|1|A";"40|2|B";0,626198
"3|1|B";"4|1|A";0,626224
"29|1|A";"43|1|B";0,626224
"1|2|A";"30|1|B";0,626593
"11|1|A";"20|2|B";0,626813
"29|2|B";"36|2|A";0,626817
"21|2|A";"30|1|B";0,627264
"28|2|A";"42|2|B";0,627693
"2|1|A";"20|2|B";0,62783
"7|2|B";"35|2|B";0,628338
"1|2|A";"34|1|A";0,628365
"8|1|B";"19|1|B";0,628375
"11|1|A";"14|2|B";0,628394
"26|1|B";"43|1|B";0,628462
"4|2|B";"8|2|A";0,628622
"15|2|B";"24|1|B";0,628838
"11|1|A";"36|2|A";0,628881
"27|1|A";"41|1|B";0,628932
"10|1|A";"31|1|A";0,629089
"15|1|A";"25|2|B";0,629174
"2|1|A";"8|2|A";0,629437
"17|2|B";"31|2|B";0,629787
"8|2|A";"24|1|B";0,630115
"8|1|B";"18|1|B";0,630148
"14|2|B";"28|2|A";0,630315
"3|2|A";"41|1|B";0,630801
"13|1|B";"44|1|A";0,630941
"6|2|A";"31|1|A";0,630988
"8|2|A";"19|1|B";0,631055
"23|2|B";"27|2|B";0,631502
"17|2|B";"40|1|A";0,631777
"18|1|B";"22|1|A";0,631986
"2|1|A";"42|1|A";0,632102
"29|1|A";"30|1|B";0,632417
"28|1|B";"40|2|B";0,632911
"20|2|B";"32|2|A";0,633003
"17|2|B";"21|1|B";0,633264
"17|2|B";"25|2|B";0,633296
"3|2|A";"21|1|B";0,633358
"8|2|A";"35|1|A";0,633364
"3|1|B";"9|2|A";0,633481
"1|2|A";"21|1|B";0,633547
"32|1|B";"40|1|A";0,633561
"24|2|A";"30|1|B";0,633789
"4|2|B";"39|1|B";0,633933
"6|2|A";"30|2|A";0,633949
"10|1|A";"42|2|B";0,634018
"18|2|A";"35|1|A";0,634142
"3|2|A";"18|1|B";0,634148
"7|2|B";"41|1|B";0,634375
"2|2|B";"42|2|B";0,634551
"22|2|B";"28|2|A";0,634614
"28|1|B";"29|1|A";0,634651
"7|2|B";"14|2|B";0,634702
"30|2|A";"37|2|A";0,634746
"3|1|B";"26|2|A";0,634989
"22|1|A";"40|2|B";0,635016
"24|1|B";"26|2|A";0,635226
"26|2|A";"35|1|A";0,635252
"30|1|B";"33|1|B";0,635473
"9|2|A";"31|2|B";0,635581
"15|2|B";"20|2|B";0,63563
"15|1|A";"33|1|B";0,635713
"3|2|A";"13|1|B";0,635975
"29|1|A";"30|2|A";0,636533
"5|1|A";"14|1|A";0,636592
"16|2|A";"21|1|B";0,636793
"18|1|B";"37|1|B";0,637033
"12|2|A";"18|2|A";0,637158
"3|2|A";"24|2|A";0,637236
"15|1|A";"23|1|A";0,637406
"2|1|A";"38|2|B";0,637589
"8|2|A";"27|1|A";0,637686
"13|2|A";"22|2|B";0,637773
"16|2|A";"30|1|B";0,63813
"24|1|B";"30|1|B";0,638199
"7|2|B";"43|2|A";0,63825
"17|1|A";"42|2|B";0,63836
"3|1|B";"21|1|B";0,638474
"17|1|A";"33|2|A";0,63885
"20|2|B";"26|2|A";0,639077
"2|2|B";"23|2|B";0,640634
"42|1|A";"44|1|A";0,640936
"6|1|B";"7|2|B";0,641325
"2|1|A";"27|2|B";0,641471
"31|1|A";"40|2|B";0,641535
"26|1|B";"40|1|A";0,641584
"2|1|A";"33|2|A";0,641994
"8|1|B";"33|1|B";0,642023
"15|1|A";"24|1|B";0,64208
"16|1|B";"40|2|B";0,642178
"29|1|A";"39|1|B";0,642554
"33|1|B";"38|2|B";0,642604
"16|1|B";"37|1|B";0,642739
"38|2|B";"43|1|B";0,642862
"10|2|B";"16|2|A";0,643032
"1|2|A";"25|1|A";0,643331
"19|2|A";"27|2|B";0,643427
"15|1|A";"19|1|B";0,643666
"7|2|B";"28|1|B";0,643732
"14|2|B";"30|1|B";0,644313
"15|2|B";"22|1|A";0,644424
"7|1|A";"17|1|A";0,644455
"1|1|B";"12|2|A";0,644723
"3|2|A";"23|1|A";0,644729
"6|2|A";"15|1|A";0,644906
"29|2|B";"43|1|B";0,645178
"40|1|A";"42|1|A";0,645313
"23|2|B";"28|2|A";0,645345
"4|1|A";"17|2|B";0,645401
"18|2|A";"30|1|B";0,645463
"13|1|B";"39|2|A";0,645778
"6|2|A";"36|1|B";0,646013
"3|2|A";"42|2|B";0,646228
"17|1|A";"30|1|B";0,646298
"20|2|B";"32|1|B";0,646326
"18|2|A";"43|1|B";0,646381
"13|1|B";"24|1|B";0,64675
"8|1|B";"42|2|B";0,64694
"21|2|A";"30|2|A";0,647499
"30|2|A";"42|2|B";0,648203
"16|2|A";"24|2|A";0,648359
"18|2|A";"25|2|B";0,648382
"14|1|A";"39|2|A";0,648432
"1|1|B";"35|1|A";0,648577
"16|2|A";"23|1|A";0,649055
"7|1|A";"27|2|B";0,64928
"33|2|A";"40|2|B";0,649302
"3|1|B";"33|1|B";0,649471
"8|1|B";"33|2|A";0,649534
"5|1|A";"40|2|B";0,650104
"30|2|A";"32|2|A";0,650546
"4|1|A";"32|1|B";0,650686
"36|1|B";"40|2|B";0,650832
"20|2|B";"21|2|A";0,651014
"9|2|A";"12|2|A";0,65109
"2|1|A";"42|2|B";0,651339
"9|2|A";"20|1|A";0,651372
"12|2|A";"17|2|B";0,651458
"13|2|A";"29|1|A";0,651593
"20|1|A";"32|2|A";0,65199
"9|2|A";"43|1|B";0,652113
"15|2|B";"35|1|A";0,652313
"17|2|B";"43|1|B";0,652324
"33|2|A";"37|1|B";0,652484
"1|1|B";"27|1|A";0,652557
"25|2|B";"38|2|B";0,652815
"9|1|B";"34|1|A";0,652861
"9|2|A";"20|2|B";0,65299
"33|2|A";"44|1|A";0,653269
"3|2|A";"34|1|A";0,653593
"6|1|B";"9|1|B";0,653921
"10|1|A";"20|2|B";0,654025
"13|1|B";"29|1|A";0,654232
"17|2|B";"26|1|B";0,654318
"16|2|A";"34|1|A";0,654618
"9|1|B";"24|2|A";0,654727
"33|2|A";"39|1|B";0,654821
"9|2|A";"26|2|A";0,655165
"15|2|B";"20|1|A";0,65544
"14|1|A";"33|2|A";0,655512
"1|1|B";"4|2|B";0,655911
"7|1|A";"39|1|B";0,656083
"3|1|B";"32|2|A";0,656289
"2|1|A";"6|1|B";0,656338
"6|1|B";"29|2|B";0,656372
"17|1|A";"19|2|A";0,656372
"31|2|B";"37|1|B";0,65638
"25|2|B";"31|1|A";0,656386
"12|2|A";"44|2|B";0,656741
"7|2|B";"22|1|A";0,657248
"22|2|B";"29|1|A";0,657491
"24|2|A";"40|2|B";0,657807
"40|2|B";"43|2|A";0,657814
"11|2|B";"17|2|B";0,657842
"11|1|A";"20|1|A";0,658029
"6|2|A";"32|1|B";0,65803
"31|1|A";"44|2|B";0,658223
"12|2|A";"26|1|B";0,658237
"8|2|A";"16|1|B";0,658305
"27|1|A";"30|1|B";0,658927
"5|1|A";"7|2|B";0,659016
"9|2|A";"25|2|B";0,659033
"37|2|A";"39|2|A";0,659058
"8|2|A";"21|1|B";0,659233
"1|2|A";"17|1|A";0,659618
"20|2|B";"38|2|B";0,659641
"30|2|A";"33|2|A";0,65971
"25|1|A";"36|1|B";0,659775
"7|2|B";"42|1|A";0,659906
"9|2|A";"15|1|A";0,659964
"1|1|B";"8|1|B";0,66002
"10|2|B";"14|1|A";0,660188
"18|1|B";"23|2|B";0,660204
"22|2|B";"30|1|B";0,660345
"3|1|B";"17|2|B";0,660494
"26|2|A";"40|1|A";0,660552
"32|2|A";"40|1|A";0,660652
"21|1|B";"44|1|A";0,66079
"22|1|A";"37|1|B";0,660998
"14|1|A";"21|1|B";0,661017
"37|1|B";"42|1|A";0,661212
"26|2|A";"30|2|A";0,661344
"30|1|B";"44|1|A";0,661418
"20|1|A";"27|2|B";0,661598
"1|1|B";"36|2|A";0,661753
"1|2|A";"35|2|B";0,662062
"3|1|B";"31|2|B";0,662176
"8|1|B";"37|2|A";0,662521
"29|2|B";"40|1|A";0,662584
"22|1|A";"30|1|B";0,662852
"25|2|B";"32|2|A";0,662924
"26|1|B";"35|2|B";0,662937
"20|1|A";"30|1|B";0,663285
"11|1|A";"39|2|A";0,663699
"7|2|B";"24|2|A";0,663793
"4|2|B";"27|2|B";0,663933
"16|2|A";"42|2|B";0,664384
"17|2|B";"42|2|B";0,664496
"3|1|B";"18|2|A";0,664565
"25|2|B";"36|1|B";0,664586
"6|1|B";"31|1|A";0,664787
"11|2|B";"36|2|A";0,664914
"3|1|B";"38|2|B";0,665007
"8|1|B";"39|1|B";0,665424
"7|1|A";"28|1|B";0,665452
"2|1|A";"11|1|A";0,665528
"7|1|A";"11|2|B";0,665631
"2|1|A";"10|2|B";0,665849
"39|2|A";"40|2|B";0,6661
"23|1|A";"27|1|A";0,666168
"7|1|A";"18|2|A";0,666408
"15|2|B";"27|1|A";0,666595
"18|1|B";"43|1|B";0,666691
"7|2|B";"11|1|A";0,666795
"11|2|B";"25|2|B";0,666881
"10|1|A";"14|2|B";0,667395
"4|2|B";"10|2|B";0,667404
"1|2|A";"10|2|B";0,66749
"8|2|A";"22|1|A";0,667531
"3|1|B";"19|2|A";0,667639
"8|1|B";"17|1|A";0,667679
"10|2|B";"30|2|A";0,66773
"6|2|A";"13|1|B";0,66793
"39|1|B";"43|2|A";0,667946
"15|2|B";"18|1|B";0,668079
"11|2|B";"30|2|A";0,668174
"25|2|B";"43|2|A";0,668366
"28|2|A";"29|1|A";0,668527
"28|1|B";"37|2|A";0,66855
"20|2|B";"37|2|A";0,668825
"15|1|A";"37|2|A";0,668988
"12|1|B";"21|2|A";0,669128
"3|1|B";"23|1|A";0,669357
"7|2|B";"32|1|B";0,669441
"4|1|A";"9|2|A";0,66986
"8|1|B";"11|2|B";0,669874
"10|1|A";"23|2|B";0,670012
"24|1|B";"37|2|A";0,670077
"41|1|B";"44|1|A";0,67012
"18|2|A";"40|1|A";0,670523
"11|1|A";"14|1|A";0,67065
"19|2|A";"25|1|A";0,670749
"15|1|A";"17|1|A";0,670795
"28|1|B";"31|1|A";0,671807
"9|2|A";"32|2|A";0,671895
"25|2|B";"26|2|A";0,672005
"30|1|B";"43|1|B";0,672042
"25|1|A";"35|2|B";0,672065
"7|2|B";"29|1|A";0,672256
"34|1|A";"40|2|B";0,672318
"10|2|B";"30|1|B";0,672358
"16|1|B";"29|2|B";0,672557
"1|1|B";"33|1|B";0,6728
"29|1|A";"32|2|A";0,672864
"10|1|A";"10|2|B";0,672966
"3|2|A";"25|1|A";0,673378
"1|2|A";"21|2|A";0,673656
"15|1|A";"20|1|A";0,673898
"2|2|B";"31|1|A";0,673989
"7|2|B";"39|2|A";0,674586
"21|2|A";"38|1|A";0,674607
"13|1|B";"16|1|B";0,674676
"20|1|A";"26|2|A";0,674989
"13|2|A";"31|2|B";0,675063
"4|2|B";"28|1|B";0,675575
"6|1|B";"35|2|B";0,675946
"3|2|A";"31|1|A";0,676314
"10|2|B";"12|1|B";0,676356
"29|1|A";"44|1|A";0,676444
"1|2|A";"6|2|A";0,676503
"1|2|A";"13|1|B";0,676682
"18|1|B";"29|1|A";0,677144
"2|1|A";"43|2|A";0,677645
"10|2|B";"36|1|B";0,677798
"19|2|A";"25|2|B";0,677913
"17|1|A";"42|1|A";0,678092
"9|2|A";"21|1|B";0,67861
"6|1|B";"42|1|A";0,678627
"2|2|B";"38|2|B";0,678718
"1|1|B";"30|1|B";0,67929
"4|2|B";"17|1|A";0,679353
"7|2|B";"34|1|A";0,679647
"10|2|B";"43|1|B";0,679749
"15|1|A";"16|1|B";0,679901
"9|2|A";"42|2|B";0,680143
"27|1|A";"29|2|B";0,680196
"21|2|A";"23|1|A";0,680614
"28|1|B";"42|1|A";0,680616
"27|2|B";"29|1|A";0,680697
"32|2|A";"43|1|B";0,680729
"8|2|A";"31|2|B";0,681
"19|1|B";"30|2|A";0,681019
"2|2|B";"43|2|A";0,681049
"8|1|B";"43|2|A";0,681123
"14|1|A";"25|1|A";0,681222
"14|1|A";"22|1|A";0,681641
"7|2|B";"23|1|A";0,681681
"3|2|A";"37|2|A";0,681764
"8|1|B";"13|2|A";0,681829
"7|2|B";"27|1|A";0,682375
"12|1|B";"38|2|B";0,682386
"30|2|A";"43|2|A";0,682639
"15|1|A";"21|2|A";0,682913
"3|2|A";"10|2|B";0,683008
"1|1|B";"24|1|B";0,683077
"2|2|B";"33|2|A";0,68309
"30|1|B";"35|1|A";0,683249
"15|1|A";"28|1|B";0,683408
"35|2|B";"40|2|B";0,683809
"6|1|B";"36|1|B";0,684115
"1|2|A";"36|1|B";0,684347
"29|2|B";"35|1|A";0,684779
"13|1|B";"35|1|A";0,685173
"1|2|A";"33|2|A";0,685195
"17|1|A";"30|2|A";0,685321
"30|2|A";"39|1|B";0,685374
"25|1|A";"31|1|A";0,685411
"35|1|A";"37|2|A";0,685474
"14|1|A";"34|1|A";0,685503
"35|1|A";"44|2|B";0,685565
"2|1|A";"14|2|B";0,685672
"4|1|A";"38|1|A";0,685718
"1|2|A";"13|2|A";0,68576
"3|1|B";"21|2|A";0,685777
"4|2|B";"13|2|A";0,685977
"17|1|A";"38|1|A";0,68634
"4|2|B";"11|2|B";0,686461
"9|2|A";"30|1|B";0,686566
"26|2|A";"30|1|B";0,686577
"20|1|A";"21|2|A";0,686586
"19|2|A";"21|2|A";0,686716
"8|1|B";"31|1|A";0,686751
"1|2|A";"32|1|B";0,686802
"25|2|B";"35|2|B";0,686894
"4|2|B";"18|2|A";0,687027
"6|1|B";"10|1|A";0,687439
"8|2|A";"10|1|A";0,68795
"15|1|A";"40|2|B";0,68797
"18|1|B";"31|2|B";0,688035
"18|2|A";"20|2|B";0,688099
"14|2|B";"15|2|B";0,688182
"3|2|A";"33|2|A";0,688928
"21|2|A";"43|1|B";0,688962
"15|2|B";"28|1|B";0,689186
"2|1|A";"25|1|A";0,689217
"13|1|B";"20|1|A";0,689348
"6|2|A";"11|1|A";0,689437
"43|2|A";"44|1|A";0,68981
"13|2|A";"26|2|A";0,689857
"3|2|A";"36|1|B";0,690189
"11|1|A";"40|1|A";0,690568
"18|2|A";"36|2|A";0,690842
"2|2|B";"11|1|A";0,690843
"21|2|A";"22|1|A";0,691136
"26|2|A";"36|1|B";0,691303
"23|1|A";"30|2|A";0,691839
"27|2|B";"31|2|B";0,691896
"26|2|A";"43|1|B";0,691978
"25|2|B";"33|1|B";0,692048
"32|2|A";"35|2|B";0,692081
"18|1|B";"22|2|B";0,692355
"9|2|A";"26|1|B";0,692663
"10|2|B";"35|2|B";0,692948
"13|2|A";"30|2|A";0,692958
"19|2|A";"41|1|B";0,693292
"27|1|A";"30|2|A";0,693375
"17|2|B";"30|1|B";0,693435
"9|1|B";"14|2|B";0,693719
"29|2|B";"39|2|A";0,693801
"21|2|A";"22|2|B";0,694075
"16|2|A";"25|1|A";0,694291
"2|1|A";"31|2|B";0,694321
"1|2|A";"31|1|A";0,694464
"17|2|B";"20|2|B";0,694508
"2|2|B";"14|2|B";0,694627
"20|2|B";"41|1|B";0,694774
"30|2|A";"31|1|A";0,694871
"1|1|B";"10|1|A";0,694876
"7|1|A";"10|2|B";0,695027
"10|2|B";"33|1|B";0,695388
"14|1|A";"24|2|A";0,695564
"7|1|A";"13|2|A";0,695694
"2|2|B";"20|2|B";0,695801
"8|2|A";"14|1|A";0,695827
"15|1|A";"30|2|A";0,695988
"15|2|B";"16|1|B";0,696299
"17|2|B";"29|1|A";0,69661
"30|1|B";"38|1|A";0,69664
"14|2|B";"37|1|B";0,696642
"1|1|B";"7|1|A";0,696767
"25|1|A";"40|2|B";0,69682
"3|1|B";"10|1|A";0,697276
"9|1|B";"22|2|B";0,697509
"10|1|A";"29|2|B";0,697712
"22|1|A";"27|2|B";0,697829
"12|2|A";"32|2|A";0,698294
"5|1|A";"19|2|A";0,698912
"13|1|B";"38|1|A";0,69911
"31|1|A";"37|1|B";0,699331
"7|2|B";"25|1|A";0,699563
"20|1|A";"38|2|B";0,699746
"11|1|A";"18|2|A";0,699771
"4|1|A";"13|2|A";0,699808
"6|2|A";"37|2|A";0,699914
"3|2|A";"35|2|B";0,70063
"11|1|A";"28|2|A";0,700658
"6|2|A";"15|2|B";0,700862
"13|2|A";"21|1|B";0,701667
"1|1|B";"22|2|B";0,701769
"2|1|A";"22|2|B";0,701787
"13|2|A";"38|1|A";0,702326
"6|1|B";"14|1|A";0,702335
"26|1|B";"29|1|A";0,702383
"25|1|A";"32|1|B";0,702429
"6|1|B";"32|1|B";0,702904
"13|1|B";"43|1|B";0,703279
"28|1|B";"36|1|B";0,703658
"11|1|A";"25|1|A";0,704049
"13|2|A";"16|2|A";0,704197
"21|1|B";"29|1|A";0,704224
"38|2|B";"40|1|A";0,704248
"25|2|B";"32|1|B";0,70436
"13|1|B";"14|2|B";0,704448
"2|1|A";"3|1|B";0,704584
"13|1|B";"17|1|A";0,704949
"14|1|A";"43|2|A";0,705238
"40|2|B";"42|1|A";0,705437
"36|2|A";"38|2|B";0,705485
"6|1|B";"44|1|A";0,705723
"10|2|B";"31|1|A";0,706162
"13|1|B";"28|2|A";0,706194
"13|1|B";"34|1|A";0,706629
"3|1|B";"42|2|B";0,706712
"8|1|B";"44|2|B";0,706731
"16|2|A";"31|1|A";0,706742
"11|2|B";"29|1|A";0,707023
"13|2|A";"32|2|A";0,707212
"2|1|A";"16|1|B";0,707265
"12|2|A";"29|2|B";0,707757
"27|1|A";"40|2|B";0,707769
"13|1|B";"18|2|A";0,707972
"18|1|B";"29|2|B";0,708292
"3|2|A";"4|1|A";0,708406
"3|2|A";"32|1|B";0,708497
"4|1|A";"40|2|B";0,708565
"14|2|B";"15|1|A";0,70866
"10|1|A";"29|1|A";0,709267
"4|1|A";"7|2|B";0,709298
"15|1|A";"25|1|A";0,709749
"8|2|A";"15|1|A";0,709808
"25|2|B";"37|2|A";0,71001
"3|1|B";"19|1|B";0,710094
"23|1|A";"33|1|B";0,710327
"3|1|B";"33|2|A";0,711048
"7|1|A";"26|1|B";0,711147
"21|1|B";"27|2|B";0,711166
"8|2|A";"42|2|B";0,711241
"14|2|B";"27|2|B";0,711393
"9|2|A";"11|2|B";0,711788
"25|1|A";"37|2|A";0,712045
"1|2|A";"43|2|A";0,712843
"15|1|A";"38|2|B";0,712882
"14|2|B";"44|1|A";0,713031
"12|1|B";"19|1|B";0,713087
"28|2|A";"30|1|B";0,713431
"17|1|A";"37|2|A";0,71366
"26|2|A";"29|1|A";0,713737
"13|2|A";"42|2|B";0,71376
"18|1|B";"26|2|A";0,714004
"8|2|A";"31|1|A";0,714088
"8|1|B";"18|2|A";0,714503
"15|1|A";"35|1|A";0,714505
"29|1|A";"33|2|A";0,714832
"20|1|A";"44|2|B";0,714858
"8|2|A";"34|1|A";0,715113
"30|1|B";"32|2|A";0,715182
"20|1|A";"41|1|B";0,715253
"14|2|B";"37|2|A";0,715265
"3|1|B";"11|2|B";0,715378
"6|2|A";"38|1|A";0,715803
"16|2|A";"35|2|B";0,716046
"31|1|A";"39|1|B";0,716139
"15|1|A";"34|1|A";0,716173
"39|1|B";"42|1|A";0,716243
"22|2|B";"29|2|B";0,716954
"25|2|B";"42|1|A";0,716982
"3|2|A";"13|2|A";0,717151
"3|1|B";"9|1|B";0,717311
"35|2|B";"39|1|B";0,717337
"11|1|A";"28|1|B";0,717354
"10|2|B";"29|2|B";0,717503
"16|1|B";"44|1|A";0,717609
"24|1|B";"44|2|B";0,717732
"16|1|B";"41|1|B";0,717764
"13|1|B";"24|2|A";0,717781
"16|2|A";"17|1|A";0,717912
"23|1|A";"41|2|A";0,718127
"16|2|A";"33|2|A";0,718391
"13|1|B";"15|2|B";0,718453
"2|1|A";"17|1|A";0,71876
"19|2|A";"24|1|B";0,718812
"22|2|B";"37|1|B";0,718893
"16|2|A";"36|1|B";0,719084
"9|1|B";"26|2|A";0,719096
"25|1|A";"29|2|B";0,719318
"13|2|A";"26|1|B";0,719355
"1|1|B";"23|2|B";0,719685
"9|1|B";"16|1|B";0,719786
"15|1|A";"22|1|A";0,719898
"11|1|A";"40|2|B";0,720345
