"Profile 1";"Profile 2";"Score"
"37|1|B";"41|1|B";0,86441
"13|2|A";"42|1|A";0,86527
"26|2|A";"33|1|B";0,865655
"28|2|A";"32|1|B";0,865832
"1|1|B";"24|2|A";0,865989
"6|1|B";"27|1|A";0,866127
"31|2|B";"41|1|B";0,866193
"14|1|A";"17|2|B";0,866357
"18|1|B";"31|1|A";0,866796
"10|1|A";"23|1|A";0,866857
"30|1|B";"43|2|A";0,866969
"12|1|B";"43|1|B";0,86746
"6|1|B";"44|2|B";0,867506
"7|1|A";"37|2|A";0,867621
"6|1|B";"38|2|B";0,868307
"33|2|A";"38|2|B";0,868409
"29|2|B";"31|1|A";0,868419
"6|2|A";"23|1|A";0,868962
"12|2|A";"23|1|A";0,869298
"35|2|B";"37|1|B";0,869333
"1|1|B";"39|2|A";0,869371
"13|1|B";"27|1|A";0,869469
"14|1|A";"18|2|A";0,869581
"24|2|A";"27|1|A";0,869652
"11|2|B";"19|2|A";0,869703
"30|1|B";"31|1|A";0,870053
"33|1|B";"39|1|B";0,87044
"19|2|A";"41|2|A";0,870705
"21|1|B";"23|1|A";0,870756
"31|2|B";"37|2|A";0,871044
"7|2|B";"12|1|B";0,871195
"10|2|B";"41|2|A";0,871198
"24|2|A";"38|2|B";0,871396
"8|2|A";"39|1|B";0,871812
"21|2|A";"33|2|A";0,871876
"26|2|A";"29|2|B";0,872349
"9|1|B";"41|1|B";0,872424
"8|2|A";"18|1|B";0,872785
"27|1|A";"28|1|B";0,872957
"23|1|A";"39|1|B";0,873009
"23|2|B";"27|1|A";0,873065
"10|1|A";"25|1|A";0,873419
"19|2|A";"28|1|B";0,873472
"15|1|A";"26|2|A";0,873711
"33|1|B";"40|1|A";0,873946
"9|2|A";"40|2|B";0,873976
"11|1|A";"38|2|B";0,874073
"14|2|B";"33|1|B";0,874561
"4|2|B";"37|2|A";0,874629
"29|2|B";"32|2|A";0,874646
"21|1|B";"27|1|A";0,874747
"26|1|B";"33|1|B";0,874776
"11|2|B";"15|2|B";0,874791
"26|2|A";"27|2|B";0,875126
"36|2|A";"37|2|A";0,875179
"16|1|B";"27|1|A";0,875951
"21|2|A";"36|1|B";0,876223
"19|1|B";"43|1|B";0,87718
"10|1|A";"15|1|A";0,877307
"1|1|B";"34|1|A";0,877942
"21|2|A";"25|1|A";0,87813
"14|2|B";"27|1|A";0,878688
"16|1|B";"44|2|B";0,879221
"14|1|A";"15|1|A";0,879281
"23|1|A";"23|2|B";0,88012
"9|1|B";"20|1|A";0,880781
"4|2|B";"23|1|A";0,881071
"6|2|A";"44|1|A";0,881399
"18|1|B";"36|1|B";0,881435
"29|2|B";"36|1|B";0,881845
"18|1|B";"27|2|B";0,881943
"18|1|B";"19|2|A";0,882063
"12|2|A";"37|1|B";0,882931
"23|1|A";"36|2|A";0,883196
"21|2|A";"32|2|A";0,883384
"27|1|A";"31|2|B";0,883577
"18|1|B";"35|2|B";0,883613
"2|1|A";"41|1|B";0,88371
"9|1|B";"12|2|A";0,884245
"22|2|B";"37|2|A";0,884287
"28|1|B";"44|2|B";0,884396
"18|2|A";"40|2|B";0,885216
"11|1|A";"17|2|B";0,885485
"19|1|B";"22|2|B";0,886189
"4|1|A";"33|1|B";0,88636
"22|1|A";"44|2|B";0,886768
"19|2|A";"26|1|B";0,886813
"21|1|B";"33|1|B";0,887127
"2|2|B";"18|2|A";0,887198
"13|1|B";"42|2|B";0,887375
"4|1|A";"15|1|A";0,887438
"9|1|B";"38|1|A";0,88744
"15|1|A";"32|2|A";0,887586
"27|1|A";"39|2|A";0,887617
"5|1|A";"23|1|A";0,887751
"2|1|A";"13|1|B";0,887864
"21|2|A";"43|2|A";0,888045
"2|1|A";"32|2|A";0,888046
"17|2|B";"19|2|A";0,888068
"27|2|B";"41|2|A";0,888069
"2|1|A";"18|1|B";0,888224
"12|2|A";"27|1|A";0,888367
"6|2|A";"21|2|A";0,888479
"15|1|A";"42|2|B";0,888634
"12|1|B";"40|2|B";0,888804
"33|1|B";"35|1|A";0,88908
"7|2|B";"9|2|A";0,889525
"23|1|A";"31|1|A";0,889615
"11|2|B";"14|1|A";0,889813
"2|2|B";"30|1|B";0,890436
"14|1|A";"15|2|B";0,89048
"29|2|B";"42|2|B";0,890505
"9|2|A";"11|1|A";0,890778
"2|1|A";"30|1|B";0,890816
"11|2|B";"13|1|B";0,891378
"2|2|B";"23|1|A";0,891803
"32|2|A";"33|1|B";0,891878
"19|2|A";"28|2|A";0,89224
"8|2|A";"17|1|A";0,8928
"23|1|A";"32|1|B";0,893935
"18|1|B";"42|1|A";0,894101
"2|1|A";"6|2|A";0,894139
"7|2|B";"18|2|A";0,894762
"15|1|A";"31|2|B";0,895011
"34|1|A";"38|2|B";0,895287
"15|1|A";"26|1|B";0,895738
"21|2|A";"26|2|A";0,895778
"19|2|A";"21|1|B";0,895914
"18|1|B";"32|1|B";0,896296
"9|1|B";"40|2|B";0,896516
"7|1|A";"27|1|A";0,897515
"19|2|A";"39|1|B";0,89782
"27|1|A";"44|2|B";0,898216
"26|2|A";"37|2|A";0,899328
"10|1|A";"30|1|B";0,899334
"1|2|A";"19|1|B";0,899566
"27|1|A";"34|1|A";0,899941
"10|1|A";"37|2|A";0,900023
"2|1|A";"26|1|B";0,900123
"23|1|A";"37|2|A";0,900218
"10|2|B";"13|1|B";0,900342
"23|2|B";"33|1|B";0,900496
"38|2|B";"39|2|A";0,900757
"9|1|B";"43|2|A";0,90129
"27|1|A";"29|1|A";0,90135
"29|2|B";"33|2|A";0,901434
"28|1|B";"38|2|B";0,901848
"11|2|B";"41|1|B";0,902417
"14|1|A";"21|2|A";0,903364
"5|1|A";"38|2|B";0,903449
"8|2|A";"13|2|A";0,90347
"17|1|A";"23|1|A";0,903911
"17|1|A";"44|1|A";0,90392
"13|1|B";"33|2|A";0,90415
"19|2|A";"22|2|B";0,904412
"13|1|B";"14|1|A";0,904602
"15|2|B";"41|2|A";0,904762
"17|2|B";"40|2|B";0,905143
"15|2|B";"37|1|B";0,905718
"15|2|B";"28|2|A";0,905877
"2|2|B";"13|2|A";0,905887
"23|1|A";"35|2|B";0,906175
"13|1|B";"41|2|A";0,906411
"8|2|A";"37|2|A";0,906457
"10|2|B";"14|2|B";0,906859
"30|1|B";"36|1|B";0,907089
"41|1|B";"42|2|B";0,907673
"19|2|A";"26|2|A";0,908367
"12|1|B";"41|1|B";0,908391
"21|2|A";"35|2|B";0,908456
"27|2|B";"37|2|A";0,908542
"32|2|A";"44|1|A";0,909203
"38|2|B";"42|1|A";0,909275
"15|2|B";"31|1|A";0,910096
"9|2|A";"10|1|A";0,910111
"11|2|B";"29|2|B";0,910221
"19|2|A";"43|2|A";0,910538
"23|1|A";"36|1|B";0,910725
"36|2|A";"37|1|B";0,912645
"12|1|B";"36|1|B";0,912831
"3|1|B";"41|2|A";0,912968
"17|1|A";"27|2|B";0,913266
"31|2|B";"33|1|B";0,91352
"27|1|A";"36|2|A";0,913607
"12|2|A";"33|1|B";0,913888
"8|2|A";"18|2|A";0,913953
"4|1|A";"27|1|A";0,914057
"17|1|A";"33|1|B";0,914113
"28|1|B";"41|2|A";0,914237
"14|1|A";"30|1|B";0,914494
"7|2|B";"9|1|B";0,914519
"13|2|A";"23|1|A";0,914537
"15|1|A";"41|2|A";0,914615
"23|1|A";"25|1|A";0,914732
"10|2|B";"29|1|A";0,915685
"11|1|A";"13|2|A";0,916603
"15|2|B";"33|2|A";0,916714
"12|1|B";"31|1|A";0,91674
"2|2|B";"13|1|B";0,91681
"12|1|B";"22|2|B";0,916864
"4|2|B";"12|1|B";0,917177
"2|1|A";"19|1|B";0,917221
"4|1|A";"38|2|B";0,917378
"26|2|A";"44|1|A";0,917433
"19|2|A";"33|2|A";0,917497
"2|2|B";"6|2|A";0,917702
"29|2|B";"32|1|B";0,917834
"18|2|A";"33|1|B";0,917933
"7|2|B";"17|2|B";0,91794
"5|1|A";"33|1|B";0,918025
"19|1|B";"39|2|A";0,918146
"13|2|A";"44|1|A";0,919145
"14|1|A";"23|1|A";0,919394
"1|1|B";"4|1|A";0,919443
"29|2|B";"35|2|B";0,919851
"14|1|A";"26|1|B";0,920418
"2|2|B";"32|2|A";0,920486
"4|1|A";"23|1|A";0,92164
"5|1|A";"27|1|A";0,922051
"30|1|B";"42|1|A";0,922174
"10|2|B";"16|1|B";0,92239
"9|2|A";"23|1|A";0,922415
"4|1|A";"37|2|A";0,922539
"5|1|A";"44|2|B";0,922835
"21|1|B";"37|2|A";0,923087
"18|1|B";"33|1|B";0,923114
"12|1|B";"35|2|B";0,923355
"32|2|A";"37|2|A";0,923786
"17|2|B";"33|1|B";0,924088
"9|1|B";"33|2|A";0,924403
"19|1|B";"34|1|A";0,924873
"27|2|B";"39|1|B";0,925068
"30|1|B";"35|2|B";0,92507
"26|1|B";"37|2|A";0,92525
"4|2|B";"27|1|A";0,925319
"7|1|A";"33|1|B";0,925524
"23|1|A";"42|2|B";0,925909
"12|1|B";"32|1|B";0,92618
"7|1|A";"37|1|B";0,926267
"31|1|A";"41|1|B";0,92629
"2|1|A";"27|1|A";0,926545
"10|1|A";"17|1|A";0,926813
"19|2|A";"37|1|B";0,926877
"17|2|B";"23|1|A";0,926994
"13|1|B";"31|1|A";0,928056
"30|2|A";"41|2|A";0,928065
"28|2|A";"29|2|B";0,928108
"1|2|A";"28|2|A";0,928468
"37|2|A";"44|1|A";0,928598
"39|2|A";"44|2|B";0,929924
"23|1|A";"26|1|B";0,930197
"8|1|B";"12|1|B";0,930841
"39|1|B";"44|1|A";0,930979
"19|1|B";"24|1|B";0,931011
"15|2|B";"36|1|B";0,931573
"13|1|B";"23|1|A";0,931978
"1|1|B";"11|2|B";0,932564
"13|2|A";"33|1|B";0,933115
"33|1|B";"36|2|A";0,93324
"2|2|B";"26|1|B";0,933682
"19|2|A";"31|2|B";0,933969
"13|1|B";"43|2|A";0,934115
"12|1|B";"42|2|B";0,934338
"14|1|A";"41|1|B";0,934657
"11|1|A";"21|2|A";0,93513
"33|2|A";"41|1|B";0,935151
"24|2|A";"44|2|B";0,935327
"29|2|B";"43|2|A";0,935592
"11|2|B";"38|2|B";0,935878
"15|2|B";"43|2|A";0,936064
"27|1|A";"31|1|A";0,936338
"1|1|B";"18|1|B";0,937222
"26|1|B";"27|1|A";0,937843
"15|2|B";"35|2|B";0,938049
"11|1|A";"18|1|B";0,938219
"19|2|A";"37|2|A";0,93873
"28|2|A";"38|1|A";0,939916
"33|1|B";"37|1|B";0,940116
"13|2|A";"27|2|B";0,940266
"11|2|B";"27|1|A";0,940273
"12|1|B";"12|2|A";0,940653
"2|1|A";"12|1|B";0,941689
"21|2|A";"42|1|A";0,942558
"21|2|A";"32|1|B";0,942716
"4|2|B";"37|1|B";0,942982
"19|2|A";"42|1|A";0,943314
"2|1|A";"17|2|B";0,943866
"19|1|B";"40|1|A";0,94395
"7|1|A";"12|1|B";0,944282
"2|1|A";"28|1|B";0,944922
"9|1|B";"31|1|A";0,945242
"9|2|A";"19|2|A";0,945375
"11|2|B";"15|1|A";0,945645
"11|1|A";"30|1|B";0,945778
"6|2|A";"19|1|B";0,945817
"12|1|B";"20|2|B";0,946041
"37|2|A";"44|2|B";0,94646
"12|1|B";"29|2|B";0,947224
"11|2|B";"33|1|B";0,947291
"18|1|B";"44|2|B";0,947331
"10|1|A";"28|1|B";0,947403
"34|1|A";"44|2|B";0,948042
"36|1|B";"41|1|B";0,94822
"33|1|B";"44|2|B";0,948229
"9|1|B";"29|1|A";0,948442
"37|2|A";"42|2|B";0,948449
"10|1|A";"21|2|A";0,948562
"19|2|A";"42|2|B";0,948628
"8|2|A";"17|2|B";0,94893
"41|1|B";"43|2|A";0,949045
"19|1|B";"35|1|A";0,949523
"4|2|B";"33|1|B";0,949698
"1|1|B";"25|1|A";0,950202
"4|1|A";"10|1|A";0,950249
"6|2|A";"27|1|A";0,950699
"25|2|B";"41|2|A";0,95074
"6|2|A";"10|1|A";0,95077
"19|2|A";"35|2|B";0,951168
"13|1|B";"36|1|B";0,951284
"25|1|A";"38|2|B";0,951457
"2|2|B";"18|1|B";0,951557
"19|1|B";"24|2|A";0,952233
"29|2|B";"37|1|B";0,952415
"14|1|A";"32|2|A";0,953405
"10|1|A";"39|1|B";0,953524
"8|2|A";"9|2|A";0,953758
"1|1|B";"41|2|A";0,953764
"9|1|B";"42|1|A";0,954328
"27|1|A";"42|2|B";0,954771
"23|1|A";"32|2|A";0,955315
"2|1|A";"39|1|B";0,955512
"10|1|A";"41|1|B";0,95556
"1|1|B";"26|1|B";0,955903
"14|1|A";"37|2|A";0,956569
"26|1|B";"38|2|B";0,956757
"28|2|A";"33|1|B";0,956843
"41|2|A";"44|1|A";0,957073
"6|1|B";"19|1|B";0,957206
"23|1|A";"26|2|A";0,957508
"9|2|A";"33|1|B";0,957759
"10|2|B";"24|2|A";0,95811
"2|1|A";"26|2|A";0,958159
"7|1|A";"19|1|B";0,95826
"9|1|B";"15|2|B";0,958797
"15|2|B";"32|1|B";0,958921
"3|2|A";"28|2|A";0,959342
"19|1|B";"21|1|B";0,960812
"18|2|A";"27|2|B";0,96124
"19|1|B";"25|1|A";0,96156
"27|1|A";"32|2|A";0,962039
"2|1|A";"37|2|A";0,962126
"2|1|A";"9|2|A";0,963864
"12|1|B";"14|1|A";0,96471
"21|2|A";"39|1|B";0,965959
"16|2|A";"28|2|A";0,966173
"4|2|B";"9|1|B";0,968165
"27|1|A";"36|1|B";0,968522
"27|1|A";"33|2|A";0,968919
"17|1|A";"21|2|A";0,969173
"12|1|B";"23|2|B";0,969844
"1|2|A";"37|1|B";0,969871
"28|2|A";"40|2|B";0,969882
"19|2|A";"32|1|B";0,970303
"7|1|A";"9|1|B";0,970548
"23|1|A";"33|2|A";0,970595
"10|2|B";"34|1|A";0,970886
"2|1|A";"33|1|B";0,971037
"13|1|B";"35|2|B";0,971341
"12|1|B";"31|2|B";0,971811
"37|1|B";"40|2|B";0,97199
"25|1|A";"44|2|B";0,972636
"26|2|A";"27|1|A";0,972728
"11|1|A";"29|2|B";0,972835
"25|1|A";"27|1|A";0,973072
"10|1|A";"12|1|B";0,973471
"15|1|A";"35|2|B";0,973592
"11|1|A";"12|1|B";0,974339
"11|2|B";"37|2|A";0,974669
"31|1|A";"33|1|B";0,975049
"33|1|B";"42|2|B";0,975145
"3|2|A";"37|1|B";0,97552
"18|2|A";"44|1|A";0,975575
"29|2|B";"42|1|A";0,975582
"1|1|B";"6|2|A";0,975701
"9|1|B";"36|1|B";0,976085
"11|2|B";"23|1|A";0,976396
"1|1|B";"37|2|A";0,976606
"14|1|A";"26|2|A";0,976621
"9|1|B";"11|1|A";0,976627
"12|1|B";"16|2|A";0,976681
"18|2|A";"23|1|A";0,977504
"1|2|A";"12|1|B";0,97785
"9|2|A";"44|1|A";0,978117
"35|2|B";"41|1|B";0,978416
"10|1|A";"17|2|B";0,978445
"19|1|B";"23|2|B";0,978519
"19|2|A";"31|1|A";0,978742
"19|1|B";"36|2|A";0,978771
"30|1|B";"32|1|B";0,979182
"9|1|B";"35|2|B";0,979911
"7|2|B";"41|2|A";0,979994
"2|2|B";"28|1|B";0,980093
"7|2|B";"28|2|A";0,980129
"19|2|A";"36|1|B";0,980132
"6|1|B";"10|2|B";0,980617
"16|1|B";"41|2|A";0,980964
"5|1|A";"10|2|B";0,981019
"8|2|A";"37|1|B";0,981203
"19|1|B";"31|2|B";0,981535
"3|2|A";"12|1|B";0,981653
"13|1|B";"42|1|A";0,981781
"2|2|B";"39|1|B";0,981792
"19|1|B";"31|1|A";0,981904
"20|1|A";"41|2|A";0,981954
"37|1|B";"38|1|A";0,982015
"7|2|B";"37|1|B";0,982043
"10|2|B";"28|1|B";0,982502
"2|2|B";"27|1|A";0,98304
"2|2|B";"12|1|B";0,983428
"6|2|A";"38|2|B";0,984982
"9|2|A";"27|2|B";0,98536
"9|1|B";"33|1|B";0,985659
"15|2|B";"42|1|A";0,985768
"32|1|B";"37|1|B";0,985777
"27|1|A";"43|2|A";0,985799
"8|2|A";"28|2|A";0,986165
"12|1|B";"30|2|A";0,986216
"17|2|B";"27|2|B";0,986958
"12|1|B";"42|1|A";0,98732
"4|1|A";"44|2|B";0,987381
"12|2|A";"19|1|B";0,987541
"12|1|B";"25|2|B";0,987553
"17|2|B";"44|1|A";0,988059
"2|2|B";"17|2|B";0,98812
"19|1|B";"39|1|B";0,988469
"19|1|B";"26|1|B";0,989058
"20|2|B";"41|2|A";0,989558
"11|1|A";"19|2|A";0,989834
"2|2|B";"19|1|B";0,989841
"1|1|B";"32|2|A";0,989849
"16|2|A";"37|1|B";0,990327
"32|2|A";"38|2|B";0,990438
"2|2|B";"26|2|A";0,99105
"10|2|B";"39|2|A";0,991278
"23|1|A";"43|2|A";0,991927
"10|1|A";"11|2|B";0,993611
"15|1|A";"33|2|A";0,993831
"18|2|A";"21|2|A";0,994406
"33|2|A";"37|2|A";0,995842
"14|2|B";"19|1|B";0,995934
"11|1|A";"15|2|B";0,99693
"2|2|B";"33|1|B";0,997436
"12|1|B";"21|1|B";0,997495
"11|1|A";"23|1|A";0,997532
"16|2|A";"41|2|A";0,998088
"3|2|A";"9|1|B";0,998439
"15|1|A";"31|1|A";0,998759
"18|1|B";"19|1|B";0,999156
"4|2|B";"19|1|B";0,999324
"4|1|A";"10|2|B";0,999442
"4|1|A";"19|1|B";0,999613
"41|1|B";"42|1|A";0,999628
"1|2|A";"9|1|B";0,999795
"2|1|A";"28|2|A";1,000278
"2|2|B";"9|2|A";1,001034
"19|1|B";"26|2|A";1,001104
"33|1|B";"33|2|A";1,001106
"33|1|B";"36|1|B";1,002447
"27|1|A";"35|2|B";1,002534
"12|1|B";"35|1|A";1,002598
"40|2|B";"41|2|A";1,003054
"15|1|A";"32|1|B";1,003462
"15|1|A";"36|1|B";1,003703
"26|2|A";"38|2|B";1,004915
"1|1|B";"26|2|A";1,005096
"18|1|B";"21|2|A";1,006054
"22|1|A";"41|2|A";1,006555
"19|1|B";"32|2|A";1,006566
"19|1|B";"36|1|B";1,00691
"8|2|A";"9|1|B";1,007048
"22|2|B";"41|2|A";1,007263
"38|1|A";"41|2|A";1,007564
"11|1|A";"41|1|B";1,00823
"10|2|B";"11|2|B";1,009939
"33|1|B";"43|2|A";1,010471
"13|1|B";"32|1|B";1,010681
"12|1|B";"36|2|A";1,011264
"41|2|A";"43|1|B";1,011551
"11|1|A";"13|1|B";1,012109
"1|1|B";"17|1|A";1,012202
"32|1|B";"41|1|B";1,013666
"17|1|A";"19|1|B";1,013813
"10|1|A";"26|1|B";1,014569
"15|1|A";"43|2|A";1,014883
"11|2|B";"44|2|B";1,014898
"31|1|A";"37|2|A";1,015465
"2|2|B";"37|2|A";1,015913
"14|1|A";"27|1|A";1,016787
"12|1|B";"43|2|A";1,017415
"12|1|B";"20|1|A";1,018146
"23|1|A";"42|1|A";1,020204
"34|1|A";"41|2|A";1,021026
"13|2|A";"21|2|A";1,021698
"17|1|A";"27|1|A";1,022519
"11|1|A";"27|1|A";1,022878
"17|2|B";"21|2|A";1,024221
"9|1|B";"16|2|A";1,025321
"14|1|A";"19|1|B";1,025371
"17|2|B";"19|1|B";1,025791
"2|2|B";"28|2|A";1,026061
"18|1|B";"38|2|B";1,026205
"9|1|B";"27|2|B";1,027155
"27|2|B";"37|1|B";1,027176
"19|1|B";"35|2|B";1,027338
"13|2|A";"19|1|B";1,027671
"10|1|A";"19|1|B";1,027885
"35|2|B";"37|2|A";1,027946
"1|1|B";"13|2|A";1,027975
"12|1|B";"30|1|B";1,028276
"12|1|B";"24|1|B";1,02834
"27|1|A";"32|1|B";1,028895
"1|1|B";"39|1|B";1,029359
"33|1|B";"35|2|B";1,032035
"37|2|A";"43|2|A";1,03205
"27|1|A";"39|1|B";1,032282
"27|2|B";"28|2|A";1,032787
"26|1|B";"44|2|B";1,032837
"33|1|B";"37|2|A";1,033076
"12|1|B";"33|2|A";1,033345
"12|1|B";"40|1|A";1,033531
"36|1|B";"37|2|A";1,033628
"14|1|A";"28|2|A";1,034149
"3|2|A";"41|2|A";1,034272
"10|2|B";"26|1|B";1,034683
"39|2|A";"41|2|A";1,035706
"14|1|A";"33|1|B";1,03635
"19|1|B";"32|1|B";1,036509
"27|1|A";"42|1|A";1,036536
"9|1|B";"44|1|A";1,037207
"5|1|A";"19|1|B";1,038688
"11|2|B";"19|1|B";1,039014
"2|1|A";"37|1|B";1,039492
"12|1|B";"19|2|A";1,039586
"39|1|B";"41|2|A";1,040086
"29|1|A";"41|2|A";1,040816
"17|1|A";"38|2|B";1,041115
"32|1|B";"37|2|A";1,041275
"18|2|A";"19|1|B";1,041699
"21|2|A";"37|1|B";1,042537
"6|2|A";"41|2|A";1,044915
"1|1|B";"9|2|A";1,044936
"9|1|B";"32|1|B";1,045163
"12|1|B";"22|1|A";1,045728
"6|2|A";"44|2|B";1,045997
"19|1|B";"42|2|B";1,046016
"9|2|A";"21|2|A";1,046304
"10|2|B";"25|1|A";1,048407
"15|1|A";"42|1|A";1,049076
"13|2|A";"44|2|B";1,049117
"23|1|A";"28|2|A";1,052014
"10|1|A";"27|1|A";1,052291
"38|2|B";"39|1|B";1,05298
"10|1|A";"18|2|A";1,053495
"18|2|A";"27|1|A";1,054051
"10|1|A";"32|2|A";1,054594
"24|2|A";"41|2|A";1,054684
"21|2|A";"28|2|A";1,055853
"18|1|B";"27|1|A";1,055856
"23|1|A";"37|1|B";1,056443
"9|1|B";"36|2|A";1,056744
"19|1|B";"37|1|B";1,057489
"19|1|B";"33|2|A";1,057818
"37|2|A";"38|2|B";1,057961
"12|1|B";"14|2|B";1,058909
"12|1|B";"15|2|B";1,060206
"11|1|A";"33|1|B";1,060276
"28|2|A";"44|1|A";1,061992
"33|1|B";"42|1|A";1,064701
"3|1|B";"12|1|B";1,064736
"1|1|B";"9|1|B";1,06532
"9|2|A";"19|1|B";1,065823
"19|1|B";"37|2|A";1,067507
"1|1|B";"17|2|B";1,067695
"37|2|A";"42|1|A";1,068218
"10|1|A";"26|2|A";1,068274
"6|2|A";"10|2|B";1,068853
"1|1|B";"18|2|A";1,069766
"2|2|B";"37|1|B";1,069904
"10|2|B";"32|2|A";1,070441
"37|1|B";"44|1|A";1,070444
"32|1|B";"33|1|B";1,070857
"17|1|A";"44|2|B";1,071017
"13|2|A";"38|2|B";1,071553
"17|2|B";"27|1|A";1,072151
"9|1|B";"21|2|A";1,073018
"11|1|A";"19|1|B";1,073372
"19|1|B";"28|2|A";1,073995
"24|1|B";"41|2|A";1,074565
"19|1|B";"43|2|A";1,075209
"32|2|A";"44|2|B";1,075693
"18|2|A";"41|2|A";1,07649
"13|2|A";"41|2|A";1,077826
"18|1|B";"41|2|A";1,079068
"21|1|B";"41|2|A";1,079949
"9|1|B";"14|1|A";1,080901
"13|2|A";"27|1|A";1,081441
"25|1|A";"41|2|A";1,081572
"39|1|B";"44|2|B";1,081779
"6|1|B";"41|2|A";1,083322
"10|2|B";"26|2|A";1,083327
"26|2|A";"44|2|B";1,084869
"18|2|A";"38|2|B";1,086159
"11|1|A";"15|1|A";1,087673
"10|1|A";"33|1|B";1,089795
"9|1|B";"19|1|B";1,09237
"12|1|B";"16|1|B";1,092584
"9|2|A";"44|2|B";1,092754
"17|2|B";"41|2|A";1,092964
"21|2|A";"37|2|A";1,095147
"41|2|A";"44|2|B";1,095897
"9|1|B";"23|1|A";1,096877
"27|1|A";"37|1|B";1,097433
"31|2|B";"41|2|A";1,098259
"35|1|A";"41|2|A";1,099365
"26|1|B";"41|2|A";1,100586
"9|2|A";"27|1|A";1,100767
"14|2|B";"41|2|A";1,103652
"12|1|B";"24|2|A";1,103789
"17|2|B";"38|2|B";1,103939
"23|2|B";"41|2|A";1,104171
"17|1|A";"41|2|A";1,105571
"1|2|A";"41|2|A";1,105725
"11|1|A";"37|2|A";1,106006
"26|2|A";"41|2|A";1,107094
"40|1|A";"41|2|A";1,108291
"9|1|B";"44|2|B";1,108362
"32|2|A";"41|2|A";1,110128
"9|2|A";"41|2|A";1,110533
"9|2|A";"38|2|B";1,110912
"28|2|A";"41|2|A";1,111036
"19|1|B";"42|1|A";1,111125
"27|1|A";"28|2|A";1,111374
"14|1|A";"37|1|B";1,112721
"4|1|A";"41|2|A";1,114603
"12|1|B";"34|1|A";1,115131
"7|1|A";"41|2|A";1,116088
"9|1|B";"27|1|A";1,11834
"37|1|B";"41|2|A";1,121146
"12|1|B";"28|1|B";1,123979
"10|2|B";"18|1|B";1,124282
"12|2|A";"41|2|A";1,125376
"9|1|B";"41|2|A";1,126967
"31|1|A";"41|2|A";1,127248
"10|2|B";"39|1|B";1,128766
"17|2|B";"44|2|B";1,130571
"5|1|A";"12|1|B";1,137129
"6|1|B";"12|1|B";1,137764
"11|2|B";"41|2|A";1,138629
"18|2|A";"44|2|B";1,139282
"4|2|B";"41|2|A";1,140358
"11|2|B";"12|1|B";1,140745
"10|2|B";"17|1|A";1,141246
"2|1|A";"41|2|A";1,141662
"12|1|B";"39|2|A";1,142534
"9|1|B";"19|2|A";1,143155
"1|1|B";"37|1|B";1,143812
"9|1|B";"38|2|B";1,144251
"1|1|B";"28|2|A";1,144559
"37|1|B";"38|2|B";1,144573
"27|1|A";"37|2|A";1,146095
"12|1|B";"13|1|B";1,148924
"28|2|A";"38|2|B";1,151288
"36|2|A";"41|2|A";1,151769
"4|1|A";"12|1|B";1,153748
"36|1|B";"41|2|A";1,153931
"41|2|A";"42|2|B";1,15739
"5|1|A";"41|2|A";1,158665
"12|1|B";"15|1|A";1,159691
"9|1|B";"10|1|A";1,161769
"10|2|B";"13|2|A";1,162177
"10|2|B";"18|2|A";1,166497
"10|1|A";"28|2|A";1,169493
"35|2|B";"41|2|A";1,170775
"10|2|B";"37|2|A";1,174204
"32|1|B";"41|2|A";1,180934
"12|1|B";"26|1|B";1,182431
"9|2|A";"10|2|B";1,184755
"33|2|A";"41|2|A";1,185489
"37|2|A";"41|2|A";1,186264
"12|1|B";"29|1|A";1,18718
"14|1|A";"41|2|A";1,187229
"10|2|B";"17|2|B";1,187451
"41|2|A";"43|2|A";1,189703
"2|1|A";"9|1|B";1,195718
"6|2|A";"12|1|B";1,197181
"12|1|B";"32|2|A";1,200897
"9|1|B";"10|2|B";1,201955
"10|1|A";"37|1|B";1,20431
"11|1|A";"41|2|A";1,204628
"2|2|B";"41|2|A";1,205506
"10|1|A";"41|2|A";1,209118
"2|2|B";"9|1|B";1,213366
"28|2|A";"44|2|B";1,217627
"12|1|B";"26|2|A";1,219169
"10|2|B";"37|1|B";1,219507
"37|1|B";"44|2|B";1,223198
"10|2|B";"28|2|A";1,226137
"12|1|B";"25|1|A";1,232152
"41|2|A";"42|1|A";1,234773
"12|1|B";"39|1|B";1,271291
"12|1|B";"17|1|A";1,27328
"12|1|B";"18|2|A";1,296733
"12|1|B";"17|2|B";1,302637
"12|1|B";"18|1|B";1,312604
"12|1|B";"13|2|A";1,318382
"9|1|B";"12|1|B";1,323122
"9|2|A";"12|1|B";1,325385
"12|1|B";"37|1|B";1,332348
"12|1|B";"28|2|A";1,344142
"12|1|B";"37|2|A";1,405412
